Precio (ARS),Marca,Modelo,Versión,Año,KM,Color,Combustible,Puertas,Transmisión,Motor,Carrocería,Ubicación,Cilindrada
17236000,Ford,S-Max,2.0 Trend,2016,103005,Gris,Nafta,5,Manual,2.0,Monovolumen,Escobar - Bs.As. G.B.A. Norte,2.0
22500000,Chevrolet,Cruze II,1.4 Lt 153cv,2020,46000,Marrón,Nafta,5,Manual,1.4,Hatchback,San Miguel - Bs.As. G.B.A. Norte,1.4
10500000,Citroën,C3 Aircross,1.6 16V Exclusive Pack My Way,2012,133000,Negro,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
23999900,Peugeot,308,1.6 Feline Thp 165cv Tiptronic,2020,26000,Blanco,Nafta,5,Automática,1.6,Hatchback,Capital Federal - Capital Federal,1.6
17236000,Ford,Ecosport,2.0 Titanium 143cv 4x2,2014,112000,Rojo,Nafta/GNC,5,Manual,2.0,SUV,Almirante Brown - Bs.As. G.B.A. Sur,2.0
35340000,Chevrolet,S10,2.8 HIGH COUNTRY CD AT6 200CV,2017,130000,Azul,Diésel,4,Automática,2.8,Pick-Up,Capital Federal - Capital Federal,2.8
16600000,Renault,Duster,1.6 Ph2 4x2 Expression,2020,146000,Plateado,Nafta,5,Manual,1.6,SUV,Vicente López - Bs.As. G.B.A. Norte,1.6
14800000,Honda,CR-V,2.4 Lx At 2wd (mexico),2011,250000,Gris,Nafta,5,Automática,2.4,SUV,San Isidro - Bs.As. G.B.A. Norte,2.4
25916000,Volkswagen,Golf,1.4 Comfortline Tsi Dsg,2018,78000,Blanco,Nafta,5,Automática,1.4,Hatchback,Tigre - Bs.As. G.B.A. Norte,1.4
27900000,Jeep,Renegade,1.8 Longitude At6,2021,85000,Gris,Nafta,5,Automática,1.8,SUV,La Plata - Bs.As. G.B.A. Sur,1.8
15000000,Toyota,Etios,1.5 Sedan Xls,2014,90000,Negro,Nafta,4,Manual,1.5,Sedán,Moreno - Bs.As. G.B.A. Oeste,1.5
27900000,Peugeot,308,1.6 Cc Thp 156cv Nav,2013,82000,Negro,Nafta,2,Manual,1.6,Cabriolet,Capital Federal - Capital Federal,1.6
36000000,Volkswagen,Tiguan Allspace,1.4 Tsi Trendline 150cv Dsg,2020,59087,Negro,Nafta,5,Automática,1.4,SUV,Pilar - Bs.As. G.B.A. Norte,1.4
11900000,Peugeot,207,1.4 Allure 75cv,2016,95000,Blanco,Nafta,5,Manual,1.4,Hatchback,Capital Federal - Capital Federal,1.4
20800000,Renault,Duster,1.6 Ph2 4x2 Privilege,2019,70000,Plateado,Nafta,5,Manual,1.6,SUV,Capital Federal - Capital Federal,1.6
32081100,Chevrolet,Tracker,1.2 Ltz Turbo At,2024,1000,Plateado,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal,1.2
32100000,Chevrolet,Spin,1.8 Premier 7As At 105Cv,2024,1000,Azul,Nafta,5,Automática,Motor naftero 1.8 105 CV 161 Nm,SUV,Tandil - Buenos Aires Interior,1.8
16900000,Fiat,Argo,1.3 Drive Gse Manual,2019,53000,Blanco,Nafta,5,Manual,1.3,Hatchback,Capital Federal - Capital Federal,1.3
31923309,Chevrolet,Tracker,1.2 Turbo Ltz At,2024,1000,Plateado,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal,1.2
31923309,Chevrolet,Tracker,1.2 Turbo Ltz At,2024,1000,Blanco,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal,1.2
31913509,Chevrolet,Tracker,1.2 Turbo Ltz At,2024,1000,Plateado,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal,1.2
15996000,Nissan,March,1.6 Advance Media Tech 107cv,2016,53600,Azul,Nafta,5,Manual,1.6,Hatchback,Vicente López - Bs.As. G.B.A. Norte,1.6
19550000,Audi,Q3,1.4 TFSI 5P,2016,125000,Gris,Nafta,5,Manual,1.4,Rural,Florencio Varela - Bs.As. G.B.A. Sur,1.4
45878760,RAM,1500,5.7 Laramie Atx V8,2016,90000,Plateado,Nafta,4,Automática,5.7,Pick-Up,Capital Federal - Capital Federal,5.7
12000000,Renault,Logan,1.6 Authentique 85cv,2015,158000,Plateado,Nafta/GNC,4,Manual,1.6,Sedán,La Matanza - Bs.As. G.B.A. Oeste,1.6
45880000,Toyota,Corolla Cross,2.0 Xei Cvt,2024,2500,Gris,Nafta,5,Automática,2.0,SUV,Malvinas Argentinas - Bs.As. G.B.A. Norte,2.0
17500000,Renault,Sandero,1.6 16v Life,2022,40300,Azul,Nafta,5,Manual,1.6,Hatchback,Ituzaingó - Bs.As. G.B.A. Oeste,1.6
10912000,Ford,Ecosport,1.6 Xls Mp3 4x2,2009,160000,Gris,Nafta,5,Manual,1.6,SUV,Vicente López - Bs.As. G.B.A. Norte,1.6
22940000,Chevrolet,Cruze II,1.4 Lt 153cv,2019,68000,Gris,Nafta,5,Manual,1.4,Hatchback,Capital Federal - Capital Federal,1.4
10292000,Renault,Clio,1.2 Mio Confort Plus Abc,2014,75000,Gris,Nafta,5,Manual,1.2,Hatchback,Vicente López - Bs.As. G.B.A. Norte,1.2
12500000,Citroën,C3,1.6 Exclusive Pack Myway Vti 115cv,2013,92000,Negro,Nafta,5,Manual,1.6,Hatchback,San Isidro - Bs.As. G.B.A. Norte,1.6
12500000,Citroën,C3,1.6 Exclusive Pack Myway Vti 115cv,2013,92000,Negro,Nafta,5,Manual,1.6,Hatchback,San Isidro - Bs.As. G.B.A. Norte,1.6
6500000,Volkswagen,Gol,1.6 I Power 701,2009,162000,Gris,Nafta,3,Manual,1.6,Hatchback,Florencio Varela - Bs.As. G.B.A. Sur,1.6
17000000,Chevrolet,Cruze,"CRUZE 4P 1,4 T LTZ A/T",2016,120362,Blanco,Nafta,4,Automática,1.4,Sedán,Pinamar - Bs.As. Costa Atlántica,1.4
6820000,Peugeot,206,1.6 Xs,2001,174000,Gris,Nafta,3,Manual,1.6,Hatchback,San Isidro - Bs.As. G.B.A. Norte,1.6
46500000,Audi,Q5,2.0 Tfsi Tiptronic Quattro 250cv,2018,130000,Gris,Nafta,5,Automática,2.0,SUV,San Isidro - Bs.As. G.B.A. Norte,2.0
12500000,Fiat,Punto,1.6 Sporting,2013,90000,Plateado,Nafta,5,Manual,1.6,Hatchback,Avellaneda - Bs.As. G.B.A. Sur,1.6
37187600,Ford,Ranger,3.2 Cd Limited Tdci 200cv,2019,124000,Azul,Diésel,4,Automática,3.2,Pick-Up,Capital Federal - Capital Federal,3.2
33356000,Chevrolet,Cruze,1.4 Premier At Sedan,2023,9990,Gris,Nafta,4,Automática,1.4,Sedán,Capital Federal - Capital Federal,1.4
36500000,Renault,Kardian,1.0T Techno Edc,2025,1000,BLANDO,Nafta,5,Automática,TURBOALIMENTADO,SUV,Córdoba - Córdoba,
33480000,Jeep,Compass,1.3 T270 Sport,2022,79300,Negro,Nafta,5,Automática,1.3,SUV,Tigre - Bs.As. G.B.A. Norte,1.3
22000000,Peugeot,208,1.6 Style Mt,2023,47007,Plateado,Nafta,5,Manual,1.6,Hatchback,Moreno - Bs.As. G.B.A. Oeste,1.6
18476000,Volkswagen,Vento,2.5 Luxury 170cv,2013,88000,Azul,Nafta,4,Manual,2.5,Sedán,Capital Federal - Capital Federal,2.5
34596000,Volkswagen,Scirocco,2.0 Tsi 211cv,2014,24000,Gris oscuro,Nafta,2,Manual,2.0,Coupé,Capital Federal - Capital Federal,2.0
11000000,Fiat,Palio,1.4 Fire Pack Seg.,2015,137000,Gris,Nafta,5,Manual,1.4,Hatchback,Ituzaingó - Bs.As. G.B.A. Oeste,1.4
34594760,Audi,Audi q3,2.0 40tfsi Quattro Sportback 220cv,2017,171000,Gris,Nafta,5,Automática secuencial,2.0,SUV,Capital Federal - Capital Federal,2.0
23989900,BMW,Serie 4,2.0 430i Gran Coupe Sportline 252cv,2017,79000,Blanco,Nafta,2,Automática,2.0,Coupé,Capital Federal - Capital Federal,2.0
14700000,Citroën,C3,1.6 Vti 115 Shine,2016,87000,Rojo,Nafta,5,Manual,1.6,Hatchback,General San Martín - Bs.As. G.B.A. Norte,1.6
13900000,Volkswagen,Gol Trend,1.6 Pack I 101cv 3p,2017,55000,Plateado,Nafta,3,Manual,1.6,Hatchback,Lanús - Bs.As. G.B.A. Sur,1.6
30500000,Peugeot,208,1.2 Gt,2024,3700,Gris,Nafta,5,Automática,1.2,Hatchback,Tres De Febrero - Bs.As. G.B.A. Oeste,1.2
17980000,Chevrolet,Spin,1.8 Ltz 5as 105cv,2018,130000,Gris,Nafta,5,Manual,1.8,Monovolumen,Berazategui - Bs.As. G.B.A. Sur,1.8
49600000,Toyota,Hilux Pick-Up,2.8 Cd Srv 204Cv 4X4 At,2022,19000,Blanco,Diésel,4,Automática,2.8,Pick-Up,Capital Federal - Capital Federal,2.8
11000000,Honda,City,1.5 Ex-l Mt 120cv,2014,205000,Gris,Nafta/GNC,4,Manual,1.5,Sedán,Pilar - Bs.As. G.B.A. Norte,1.5
29140000,Toyota,Hilux Pick-Up,2.4 Cs Dx 150cv 4x2,2017,180000,Blanco,Diésel,4,Manual,2.4,Pick-Up,Moreno - Bs.As. G.B.A. Oeste,2.4
19000000,Citroën,C4 Cactus,1.6 Vti 115 At6 Feel Pk,2018,76500,Azul,Nafta,5,Automática,1.6,SUV,Vicente López - Bs.As. G.B.A. Norte,1.6
16740000,Peugeot,2008,1.6 Allure,2017,90000,Gris,Nafta,5,Manual,1.6,SUV,Florencio Varela - Bs.As. G.B.A. Sur,1.6
15200000,Chevrolet,Onix,1.4 Ltz 98cv,2019,72830,Gris,Nafta,5,Manual,1.4,Hatchback,Capital Federal - Capital Federal,1.4
19489900,Renault,Duster,2.0 Ph2 4x2 Privilege 143cv,2018,90000,Plateado,Nafta,5,Manual,2.0,SUV,San Isidro - Bs.As. G.B.A. Norte,2.0
31000000,Peugeot,3008,2.0 Gt-line Hdi Tiptronic,2019,129600,Gris,Diésel,5,Automática,2.0,SUV,Lobos - Buenos Aires Interior,2.0
13200000,Citroën,C3,1.6 Exclusive Vti 115cv,2013,80000,Negro,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
41500000,Renault,Alaskan,2.3 Dci Intens 190Cv 4X4 At,2024,16000,Gris,Diésel,4,Automática,2.3,Pick-Up,Capital Federal - Capital Federal,2.3
28000000,Volkswagen,Tiguan Allspace,1.4 Tsi Trendline 150cv Dsg,2020,97000,Azul,Nafta,5,Automática,1.4,SUV,Córdoba - Córdoba,1.4
24500000,Peugeot,2008,1.6 Thp Sport am20,2020,30900,Gris,Nafta,5,Manual,1.6,SUV,Vicente López - Bs.As. G.B.A. Norte,1.6
45880000,Volkswagen,Amarok,3.0 V6 Cd Comfortline,2022,69000,Blanco,Diésel,4,Automática,3.0,Pick-Up,Vicente López - Bs.As. G.B.A. Norte,3.0
34596000,Chevrolet,Cruze 5,1.4 Premier  At 5P,2023,19000,Gris,Nafta,5,Automática,1.4,Hatchback,Capital Federal - Capital Federal,1.4
39000000,Kia,Sportage,2.0 Crdi Ex Gt-line At 4x4,2018,49800,Plateado,Diésel,5,Automática,2.0,SUV,Capital Federal - Capital Federal,2.0
13516000,Renault,Mégane III,2.0 Luxe,2012,144000,Blanco,Nafta,5,Manual,2.0,Hatchback,Vicente López - Bs.As. G.B.A. Norte,2.0
17608000,Peugeot,208,1.6 Allure Tiptronic,2018,59000,Blanco,Nafta,5,Automática,1.6,Hatchback,Vicente López - Bs.As. G.B.A. Norte,1.6
26784000,Chevrolet,Cruze,1.4 Ltz At Sedan,2022,43700,Blanco,Nafta,4,Automática,1.4,Sedán,Vicente López - Bs.As. G.B.A. Norte,1.4
24180000,Ford,Ranger,3.2 Cd 4x4 Xlt Tdci 200cv,2012,229000,Azul,Diésel,4,Manual,3.2,Pick-Up,Berazategui - Bs.As. G.B.A. Sur,3.2
15996000,Ford,Ka,1.5 S,2017,70000,Gris,Nafta,5,Manual,1.5,Hatchback,Capital Federal - Capital Federal,1.5
23560000,Ford,Kuga,2.0 Titanium At Awd,2016,120000,Blanco,Nafta,5,Automática,2.0,SUV,San Isidro - Bs.As. G.B.A. Norte,2.0
41000000,Nissan,Frontier,2.3t Xe 4x2 Mt L22,2023,12000,Blanco,Diésel,4,Manual,2.3,Pick-Up,Moreno - Bs.As. G.B.A. Oeste,2.3
16490000,Peugeot,2008,1.6 Thp Sport,2017,105000,Gris,Nafta,5,Manual,1.6,SUV,Capital Federal - Capital Federal,1.6
24620200,Renault,Captur,1.6 Intens Cvt,2020,70000,Plateado,Nafta,5,Automática,1.6,SUV,Capital Federal - Capital Federal,1.6
18600000,Dodge,Journey,2.7 Rt Atx (3 Filas)+dvd+techo,2011,66000,Gris,Nafta,5,Automática,2.7,SUV,Capital Federal - Capital Federal,2.7
15500000,Peugeot,2008,1.6 Feline,2017,80000,Blanco,Nafta,5,Manual,1.6,SUV,San Isidro - Bs.As. G.B.A. Norte,1.6
14756000,Citroën,Berlingo,1.6 Hdi 92 Bussines Mixto,2017,278000,Plateado,Diésel,3,Manual,1.6,Furgón,Tigre - Bs.As. G.B.A. Norte,1.6
42158760,Audi,Q5,3.0 Tfsi Tiptronic Quattro 272cv,2017,120000,Negro,Nafta,5,Automática,3.0,SUV,Capital Federal - Capital Federal,3.0
46899000,Volkswagen,Taos,1.4 250 Tsi Highline,2023,35000,Gris,Nafta,5,Automática,1.4,SUV,Villa Carlos Paz - Córdoba,1.4
49500000,Ford,Bronco Sport,2.0 4Wd Wildtrak At8,2022,46000,Blanco,Nafta,5,Automática,2.0,SUV,Quilmes - Bs.As. G.B.A. Sur,2.0
49600000,D.S.,DS4,1.6 Performance Line 215 At8,2023,40000,Rojo,Nafta,5,Automática,1.6,Hatchback,Tigre - Bs.As. G.B.A. Norte,1.6
28000000,Volkswagen,T-Cross,1.0 200 Tsi Trendline Aut,2025,1000,Gris,Nafta,5,Automática,1.0,SUV,Capital Federal - Capital Federal,1.0
23900000,Volkswagen,Vento,1.4 Comfortline 150cv,2017,112000,Gris,Nafta,4,Manual,1.4,Sedán,Moreno - Bs.As. G.B.A. Oeste,1.4
20000000,Peugeot,3008,1.6 Feline Thp 156Cv Tiptronic,2017,75400,Negro,Nafta,5,Manual,1.6,Monovolumen,Capital Federal - Capital Federal,1.6
21328000,Chevrolet,Tracker,1.8 Ltz,2019,57700,Blanco,Nafta,5,Manual,1.8,SUV,Escobar - Bs.As. G.B.A. Norte,1.8
22307600,Renault,Sandero Stepway,1.6 16v Intense,2022,35000,Gris,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
22307600,Renault,Sandero Stepway,1.6 16v Intense,2022,35000,Gris,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
19096000,Chevrolet,Onix,1.4 Ltz 98cv,2019,59000,Plateado,Nafta,5,Manual,1.4,Hatchback,Capital Federal - Capital Federal,1.4
22900000,Jeep,Renegade,1.8 Sport At,2017,59000,Azul,Nafta,5,Automática,1.8,SUV,Vicente López - Bs.As. G.B.A. Norte,1.8
15600000,Renault,Sandero Stepway,1.6 Privilege 105cv Nac,2018,136000,Rojo,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
14880000,Peugeot,208,1.6 Active,2018,80000,Gris,Nafta,5,Manual,1.6,Hatchback,Esteban Echeverría - Bs.As. G.B.A. Sur,1.6
19950000,Toyota,Etios,1.5 X 6mt My19,2022,50500,Rojo,Nafta,5,Manual,1.5,Hatchback,Lanús - Bs.As. G.B.A. Sur,1.5
24787600,Ford,Focus III,2.0 Titanium At6,2018,68000,Gris,Nafta,5,Automática,2.0,Hatchback,Capital Federal - Capital Federal,2.0
17500000,Chevrolet,Onix,1.4 Lt 98cv,2020,30000,Rojo,Nafta,5,Manual,1.4,Hatchback,Tigre - Bs.As. G.B.A. Norte,1.4
13500000,Renault,Fluence,2.0 Ph2 Luxe 143cv,2017,106000,Negro,Nafta,4,Manual,2.0,Sedán,La Matanza - Bs.As. G.B.A. Oeste,2.0
13990000,Peugeot,3008,1.6 Allure Thp 156cv,2014,96900,Gris,Nafta,5,Manual,1.6,Monovolumen,Capital Federal - Capital Federal,1.6
21900000,Jeep,Renegade,1.8 Sport Plus,2017,59000,Azul,Nafta,5,Manual,1.8,SUV,Vicente López - Bs.As. G.B.A. Norte,1.8
14136000,Peugeot,208,1.5 Active,2017,82000,Negro,Nafta,5,Manual,1.5,Hatchback,Vicente López - Bs.As. G.B.A. Norte,1.5
14012000,Citroën,C3,1.5 Feel 90cv,2016,125000,Gris,Nafta,5,Manual,1.5,Hatchback,Tigre - Bs.As. G.B.A. Norte,1.5
25499999,Volkswagen,Polo,1.6 Msi Track,2024,11000,Plateado,Nafta,5,Manual,1.6,Hatchback,Castelar - Bs.As. G.B.A. Oeste,1.6
14632000,Ford,Ecosport,1.6 Freestyle 110cv 4x2,2013,130000,Gris,Nafta,5,Manual,1.6,SUV,Tigre - Bs.As. G.B.A. Norte,1.6
32860000,Audi,A3,1.4 T FSI 35 SPORTBACK S-TRONIC L17,2018,114800,Azul,Nafta,5,Automática,TURBOALIMENTADO,Hatchback,Córdoba - Córdoba,
11780000,Fiat,Palio,1.4 Attractive 85cv,2013,63000,Gris,Nafta,5,Manual,1.4,Hatchback,Vicente López - Bs.As. G.B.A. Norte,1.4
10168000,Volkswagen,Fox,1.6 Trendline,2009,95000,Negro,Nafta,5,Manual,1.6,Hatchback,Vicente López - Bs.As. G.B.A. Norte,1.6
8000000,Chevrolet,Celta,1.4 Ls+aa,2011,140000,Rojo,Nafta,3,Manual,1.4,Hatchback,Malvinas Argentinas - Bs.As. G.B.A. Norte,1.4
15900000,Volkswagen,Suran,1.6 Trendline,2017,109000,Rojo,Nafta/GNC,5,Manual,1.6,Monovolumen,Florencio Varela - Bs.As. G.B.A. Sur,1.6
23547600,Peugeot,2008,1.6 Feline am20,2021,31000,Gris,Nafta,5,Manual,1.6,SUV,Capital Federal - Capital Federal,1.6
8000000,Citroën,Berlingo Furgon,1.6 Hdi 92cv Am53,2012,223480,Blanco,Diésel,3,Manual,1.6,Furgón,Pilar - Bs.As. G.B.A. Norte,1.6
15252000,Peugeot,208,1.5 Active,2016,85000,Blanco,Nafta,5,Manual,1.5,Hatchback,Almirante Brown - Bs.As. G.B.A. Sur,1.5
27280000,Audi,A1,1.4 Ambition Tfsi 122cv Stronic,2016,87000,Negro,Nafta,3,Automática,1.4,Hatchback,Ituzaingó - Bs.As. G.B.A. Oeste,1.4
21328000,Chevrolet,Tracker,1.8 Ltz+ 140cv,2019,57700,Blanco,Nafta,5,Automática,1.8,SUV,Escobar - Bs.As. G.B.A. Norte,1.8
21328000,Ford,Ecosport,1.5 Se 123cv 4x2,2018,53000,Azul,Nafta,5,Manual,1.5,SUV,Capital Federal - Capital Federal,1.5
36500000,Ford,Ranger,3.2 Cd Xlt Tdci 200cv Automática 4x4,2021,100000,Blanco,Diésel,4,Automática,3.2,Pick-Up,Tigre - Bs.As. G.B.A. Norte,3.2
19700000,Peugeot,208,1.6 Allure Nav Tiptronic,2019,79000,Blanco,Nafta,5,Automática,1.6,Hatchback,Malvinas Argentinas - Bs.As. G.B.A. Norte,1.6
20956000,Volkswagen,Vento,2.5 Advance Plus 170cv Tiptronic,2016,105500,Gris,Nafta,4,Automática,2.5,Sedán,General San Martín - Bs.As. G.B.A. Norte,2.5
19377999,Renault,Sandero,1.6 16v Life,2024,2300,Gris,Nafta,5,Manual,1.6,Hatchback,Quilmes - Bs.As. G.B.A. Sur,1.6
20500000,Chevrolet,Onix,1.2 Lt,2022,40441,Blanco,Nafta,5,Manual,1.2,Hatchback,Almirante Brown - Bs.As. G.B.A. Sur,1.2
14500000,Chevrolet,Onix,1.4 Joy Ls 98cv,2018,108000,Blanco,Nafta,5,Manual,1.4,Hatchback,Malvinas Argentinas - Bs.As. G.B.A. Norte,1.4
36900000,Chevrolet,Grand Blazer,4.2 Dlx,1999,344460,Azul,Diésel,5,Manual,4.2,SUV,Concordia - Entre Ríos,4.2
15376000,Nissan,Tiida,1.8 Tekna,2011,100000,Azul,Nafta,5,Manual,1.8,Hatchback,Capital Federal - Capital Federal,1.8
38000000,Hyundai,Kona,1.6 Tgdi Tct Safety,2019,29900,Gris,Nafta,5,Automática,1.6,SUV,Capital Federal - Capital Federal,1.6
30132000,Chevrolet,Tracker,1.2 Turbo Ltz At,2022,11330,Plateado,Nafta,5,Automática,1.2,SUV,Escobar - Bs.As. G.B.A. Norte,1.2
24200000,Chevrolet,Cruze,LTZ AT 4P 1.4T,2022,85000,Gris,Nafta,4,Automática,1.4T,Sedán,Tigre - Bs.As. G.B.A. Norte,1.4
12000000,Volkswagen,Fox,1.6 Comfortline Pack 3 p,2013,139000,Plateado,Nafta,3,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
10168000,Renault,Logan,1.6 Pack Ii 90cv,2013,130000,Gris,Nafta,4,Manual,1.6,Sedán,Florencio Varela - Bs.As. G.B.A. Sur,1.6
29000000,Nissan,Kicks,1.6 Exclusive Bitono Cvt,2022,65000,Blanco,Nafta,5,Automática,1.6,SUV,Quilmes - Bs.As. G.B.A. Sur,1.6
55800000,Ford,Ranger Raptor,2.0l Biturbo Cabina Doble 4x4,2021,88000,Azul,Diésel,4,Automática,2.0,Pick-Up,Tercero Arriba - Córdoba,2.0
31000000,Mercedes-Benz,Clase A,1.6 A 200 At Urban B.efficiency 156cv,2013,108000,Blanco,Nafta,5,Automática,1.6,Hatchback,Capital Federal - Capital Federal,1.6
13020000,Fiat,Mobi,1.0 Way,2017,131000,Gris,Nafta,5,Manual,1.0,Hatchback,Almirante Brown - Bs.As. G.B.A. Sur,1.0
39900000,Toyota,Corolla Cross,2.0 Grs Cvt 170cv,2023,41000,Rojo,Nafta,5,Automática,2.0,SUV,Río Primero - Córdoba,2.0
32500000,Jeep,Compass,2.4 Limited Plus,2019,110894,Azul,Nafta,5,Automática,2.4,SUV,Córdoba - Córdoba,2.4
27280000,Fiat,Pulse,1.3 Drive Gse Cvt,2024,12000,Gris,Nafta,5,Automática,1.3,SUV,Moreno - Bs.As. G.B.A. Oeste,1.3
16500000,Volkswagen,Suran,1.6 Track,2017,92500,Blanco,Nafta/GNC,5,Manual,1.6,Monovolumen,Florencio Varela - Bs.As. G.B.A. Sur,1.6
47000000,Jeep,Commander,2.0 Td380 At9 4x4 7pas Limited,2022,74189,Negro,Diésel,5,Automática,2.0,SUV,Berazategui - Bs.As. G.B.A. Sur,2.0
24800000,Jeep,Grand Cherokee,3.0 Limited Atx,2008,220000,Gris,Diésel,5,Automática,3.0,SUV,Capital Federal - Capital Federal,3.0
38440000,Audi,A3,1.4 Tfsi Sedan Stronic 125cv,2018,32000,Azul,Nafta,4,Automática,1.4,Sedán,Pilar - Bs.As. G.B.A. Norte,1.4
21900000,Fiat,Fiorino,1.4 Fire Evo 87cv,2024,500,Blanco,Nafta,3,Manual,1.4,Furgón,Vicente López - Bs.As. G.B.A. Norte,1.4
25916000,Chevrolet,Cruze 5,1.4 Premier  At 5P,2021,91000,Marrón,Nafta,5,Automática,1.4,Hatchback,Ituzaingó - Bs.As. G.B.A. Oeste,1.4
37076000,Fiat,500,1.4 Abarth 595 165cv,2019,4365,Blanco,Nafta,3,Manual,1.4,Hatchback,Rosario - Santa Fe,1.4
17732000,Ford,Fiesta Kinetic,1.6 Design 120cv Titanium,2014,106000,Blanco,Nafta,5,Manual,1.6,Hatchback,Berazategui - Bs.As. G.B.A. Sur,1.6
54436000,Land Rover,Evoque,2.0 Hse Dynamic 240cv,2017,120000,Blanco,Nafta,5,Automática,2.0,SUV,Capital Federal - Capital Federal,2.0
14500000,Ford,Fiesta Kinetic,1.6 Sedan Titanium 120cv,2013,70000,Gris,Nafta,4,Manual,1.6,Sedán,Ituzaingó - Bs.As. G.B.A. Oeste,1.6
14800000,Ford,Ka,1.5 S,2020,83200,Negro,Nafta,4,Manual,1.5,Hatchback,Avellaneda - Bs.As. G.B.A. Sur,1.5
13500000,Citroën,C4 Lounge,2.0 Tendance Pack,2015,144000,Blanco,Nafta,4,Manual,2.0,Sedán,Berazategui - Bs.As. G.B.A. Sur,2.0
21700000,Renault,Duster,2.0 Ph2 4x2 Privilege,2017,90000,Blanco,Nafta/GNC,5,Manual,2.0,SUV,Moreno - Bs.As. G.B.A. Oeste,2.0
43276000,Land Rover,Discovery,2.7TD V6 HSE,2010,156000,Negro,Diésel,5,Automática,2.7,SUV,Bs.As. G.B.A. Norte,2.7
53900000,Renault,Alaskan,2.3 Dci  190Cv 4Wd At,2024,1111,Blanco,Diésel,4,Automática,2.3,Pick-Up,Bs.As. G.B.A. Norte,2.3
57900000,BMW,X4,2.0 Xdrive 28i Xline 245cv,2018,68000,Gris,Nafta,5,Automática,2.0,SUV,Córdoba - Córdoba,2.0
9920000,Peugeot,307,2.0 Xs Premium 143cv Mp3 Lim Vel,2007,150000,No disponible,Nafta,5,Manual,2.0,Hatchback,General San Martín - Bs.As. G.B.A. Norte,2.0
28396000,Peugeot,208,1.6 Style Tiptronic,2023,3400,Gris,Nafta,5,Automática,1.6,Hatchback,Capital Federal - Capital Federal,1.6
26900000,Volkswagen,T-Cross,1.6 Comfortline At,2019,44000,Blanco,Nafta,5,Automática,1.6,SUV,La Plata - Bs.As. G.B.A. Sur,1.6
11988000,Fiat,Siena,1.4 El Pack Attractive,2016,78000,Rojo,Nafta/GNC,4,Manual,1.4,Sedán,Tigre - Bs.As. G.B.A. Norte,1.4
15490000,Ford,Ecosport,2.0 Titanium 143cv 4x2,2014,170000,Dorado,Nafta,5,Manual,2.0,SUV,San Isidro - Bs.As. G.B.A. Norte,2.0
45867600,Volkswagen,Amarok,3.0 V6 Cd Comfortline,2023,40000,Gris,Diésel,4,Automática,3.0,Pick-Up,General San Martín - Bs.As. G.B.A. Norte,3.0
30000000,Volkswagen,Nivus,1.0 Tsi 200 Highline,2023,33000,Azul,Nafta,5,Automática,1.0,SUV,Capital Federal - Capital Federal,1.0
27500000,Volkswagen,Saveiro,1.6 Msi Extreme Cd,2024,1111,Blanco,Nafta,2,Manual,1.6,Pick-Up,Capital Federal - Capital Federal,1.6
56000000,Volkswagen,Amarok,3.0 V6 Extreme,2024,1111,Negro,Diésel,4,Automática,3.0,Pick-Up,Capital Federal - Capital Federal,3.0
39000000,Volkswagen,Amarok,2.0 Cd Tdi 140cv Trendline,2024,1111,Blanco,Diésel,4,Manual,2.0,Pick-Up,Capital Federal - Capital Federal,2.0
27000000,Volkswagen,Polo,1.6 Msi Highline,2024,1111,Blanco,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
32300000,Volkswagen,Nivus,1.0 Tsi 200 Highline,2024,1111,Negro,Nafta,5,Automática,1.0,SUV,Capital Federal - Capital Federal,1.0
14700000,Renault,Sandero Stepway,1.6 Dynamique 105cv,2016,77210,Negro,Nafta,5,Manual,1.6,Hatchback,Avellaneda - Bs.As. G.B.A. Sur,1.6
19220000,Peugeot,208,1.6 Allure,2019,89000,Blanco,Nafta,5,Manual,1.6,Hatchback,Ituzaingó - Bs.As. G.B.A. Oeste,1.6
55800000,Ford,Bronco Sport,2.0 Ecoboost 4Wd Wildtrak At8,2024,14400,Azul,Nafta,5,Automática,2.0,SUV,Tigre - Bs.As. G.B.A. Norte,2.0
7812000,Toyota,Corolla,1.8 Xei Mt,2008,291187,Azul,Nafta,4,Manual,1.8,Sedán,Pilar - Bs.As. G.B.A. Norte,1.8
14500000,Chevrolet,Onix,1.4 Ltz At 98cv,2015,120000,Blanco,Nafta,5,Automática,1.4,Hatchback,Florencio Varela - Bs.As. G.B.A. Sur,1.4
